V1,V2,V3
-12,44,-4918
-11.9326923076923,44,-4922
-11.8653846153846,44,-4932
-11.7980769230769,44,-4997
-11.7307692307692,44,-5017
-11.6634615384615,44,-5023
-11.5961538461538,44,-5022
-11.5288461538462,44,-5018
-11.4615384615385,44,-5023
-11.3942307692308,44,-5038
-11.3269230769231,44,-5023
-11.2596153846154,44,-5007
-11.1923076923077,44,-5004
-11.125,44,-5003
-11.0576923076923,44,-4998
-10.9903846153846,44,-4978
-10.9230769230769,44,-4984
-10.8557692307692,44,-4984
-10.7884615384615,44,-4959
-10.7211538461538,44,-4946
-10.6538461538462,44,-4963
-10.5865384615385,44,-4977
-10.5192307692308,44,-4980
-10.4519230769231,44,-4975
-10.3846153846154,44,-4978
-10.3173076923077,44,-4968
-10.25,44,-4952
-10.1826923076923,44,-4889
-10.1153846153846,44,-4852
-10.0480769230769,44,-4910
-9.98076923076923,44,-4849
-9.91346153846154,44,-4652
-9.84615384615385,44,-4330
-9.77884615384615,44,-4005
-9.71153846153846,44,-3698
-9.64423076923077,44,-3424
-9.57692307692308,44,-3225
-9.50961538461539,44,-3252
-9.44230769230769,44,-3411
-9.375,44,-3463
-9.30769230769231,44,-3148
-9.24038461538461,44,-2439
-9.17307692307692,44,-2005
-9.10576923076923,44,-1753
-9.03846153846154,44,-1521
-8.97115384615385,44,-1339
-8.90384615384615,44,-1071
-8.83653846153846,44,-760
-8.76923076923077,44,-631
-8.70192307692308,44,-515
-8.63461538461539,44,-423
-8.56730769230769,44,-383
-8.5,44,-424
-8.43269230769231,44,-418
-8.36538461538461,44,-311
-8.29807692307692,44,-215
-8.23076923076923,44,-200
-8.16346153846154,44,-188
-8.09615384615385,44,-201
-8.02884615384615,44,-212
-7.96153846153846,44,-189
-7.89423076923077,44,-164
-7.82692307692308,44,-142
-7.75961538461539,44,-99
-7.69230769230769,44,-100
-7.625,44,-89
-7.55769230769231,44,-48
-7.49038461538462,44,-34
-7.42307692307692,44,-39
-7.35576923076923,44,-54
-7.28846153846154,44,-27
-7.22115384615385,44,-13
-7.15384615384615,44,-35
-7.08653846153846,44,-83
-7.01923076923077,44,-91
-6.95192307692308,44,-73
-6.88461538461539,44,-62
-6.81730769230769,44,-167
-6.75,44,-295
-6.68269230769231,44,-402
-6.61538461538462,44,-377
-6.54807692307692,44,-586
-6.48076923076923,44,-1105
-6.41346153846154,44,-1468
-6.34615384615385,44,-1746
-6.27884615384615,44,-1886
-6.21153846153846,44,-1754
-6.14423076923077,44,-1640
-6.07692307692308,44,-1527
-6.00961538461539,44,-1267
-5.94230769230769,44,-1089
-5.875,44,-1042
-5.80769230769231,44,-913
-5.74038461538462,44,-650
-5.67307692307692,44,-392
-5.60576923076923,44,-388
-5.53846153846154,44,-633
-5.47115384615385,44,-862
-5.40384615384615,44,-854
-5.33653846153846,44,-866
-5.26923076923077,44,-994
-5.20192307692308,44,-963
-5.13461538461539,44,-918
-5.06730769230769,44,-899
-5,44,-765
-12,43.9328358208955,-4888
-11.9326923076923,43.9328358208955,-4949
-11.8653846153846,43.9328358208955,-4987
-11.7980769230769,43.9328358208955,-5022
-11.7307692307692,43.9328358208955,-5043
-11.6634615384615,43.9328358208955,-5035
-11.5961538461538,43.9328358208955,-5021
-11.5288461538462,43.9328358208955,-5020
-11.4615384615385,43.9328358208955,-5039
-11.3942307692308,43.9328358208955,-5045
-11.3269230769231,43.9328358208955,-5020
-11.2596153846154,43.9328358208955,-5007
-11.1923076923077,43.9328358208955,-5005
-11.125,43.9328358208955,-5003
-11.0576923076923,43.9328358208955,-4995
-10.9903846153846,43.9328358208955,-5003
-10.9230769230769,43.9328358208955,-5025
-10.8557692307692,43.9328358208955,-5006
-10.7884615384615,43.9328358208955,-4980
-10.7211538461538,43.9328358208955,-4981
-10.6538461538462,43.9328358208955,-4988
-10.5865384615385,43.9328358208955,-4978
-10.5192307692308,43.9328358208955,-4974
-10.4519230769231,43.9328358208955,-4966
-10.3846153846154,43.9328358208955,-4947
-10.3173076923077,43.9328358208955,-4830
-10.25,43.9328358208955,-4661
-10.1826923076923,43.9328358208955,-4406
-10.1153846153846,43.9328358208955,-4318
-10.0480769230769,43.9328358208955,-4461
-9.98076923076923,43.9328358208955,-4219
-9.91346153846154,43.9328358208955,-3903
-9.84615384615385,43.9328358208955,-3646
-9.77884615384615,43.9328358208955,-3308
-9.71153846153846,43.9328358208955,-2985
-9.64423076923077,43.9328358208955,-2717
-9.57692307692308,43.9328358208955,-2649
-9.50961538461539,43.9328358208955,-2744
-9.44230769230769,43.9328358208955,-2863
-9.375,43.9328358208955,-3039
-9.30769230769231,43.9328358208955,-2854
-9.24038461538461,43.9328358208955,-2318
-9.17307692307692,43.9328358208955,-2004
-9.10576923076923,43.9328358208955,-1629
-9.03846153846154,43.9328358208955,-1380
-8.97115384615385,43.9328358208955,-1085
-8.90384615384615,43.9328358208955,-873
-8.83653846153846,43.9328358208955,-677
-8.76923076923077,43.9328358208955,-533
-8.70192307692308,43.9328358208955,-456
-8.63461538461539,43.9328358208955,-385
-8.56730769230769,43.9328358208955,-345
-8.5,43.9328358208955,-363
-8.43269230769231,43.9328358208955,-339
-8.36538461538461,43.9328358208955,-260
-8.29807692307692,43.9328358208955,-187
-8.23076923076923,43.9328358208955,-180
-8.16346153846154,43.9328358208955,-184
-8.09615384615385,43.9328358208955,-177
-8.02884615384615,43.9328358208955,-159
-7.96153846153846,43.9328358208955,-147
-7.89423076923077,43.9328358208955,-68
-7.82692307692308,43.9328358208955,-36
-7.75961538461539,43.9328358208955,-22
-7.69230769230769,43.9328358208955,-15
-7.625,43.9328358208955,-15
-7.55769230769231,43.9328358208955,-20
-7.49038461538462,43.9328358208955,-17
-7.42307692307692,43.9328358208955,-14
-7.35576923076923,43.9328358208955,-43
-7.28846153846154,43.9328358208955,-23
-7.22115384615385,43.9328358208955,-17
-7.15384615384615,43.9328358208955,-17
-7.08653846153846,43.9328358208955,-12
-7.01923076923077,43.9328358208955,-11
-6.95192307692308,43.9328358208955,-15
-6.88461538461539,43.9328358208955,-53
-6.81730769230769,43.9328358208955,-99
-6.75,43.9328358208955,-85
-6.68269230769231,43.9328358208955,-68
-6.61538461538462,43.9328358208955,-40
-6.54807692307692,43.9328358208955,-133
-6.48076923076923,43.9328358208955,-337
-6.41346153846154,43.9328358208955,-579
-6.34615384615385,43.9328358208955,-840
-6.27884615384615,43.9328358208955,-725
-6.21153846153846,43.9328358208955,-592
-6.14423076923077,43.9328358208955,-468
-6.07692307692308,43.9328358208955,-408
-6.00961538461539,43.9328358208955,-247
-5.94230769230769,43.9328358208955,-397
-5.875,43.9328358208955,-418
-5.80769230769231,43.9328358208955,-344
-5.74038461538462,43.9328358208955,-339
-5.67307692307692,43.9328358208955,-310
-5.60576923076923,43.9328358208955,-250
-5.53846153846154,43.9328358208955,-322
-5.47115384615385,43.9328358208955,-414
-5.40384615384615,43.9328358208955,-277
-5.33653846153846,43.9328358208955,-292
-5.26923076923077,43.9328358208955,-486
-5.20192307692308,43.9328358208955,-625
-5.13461538461539,43.9328358208955,-795
-5.06730769230769,43.9328358208955,-804
-5,43.9328358208955,-511
-12,43.865671641791,-4945
-11.9326923076923,43.865671641791,-5016
-11.8653846153846,43.865671641791,-5032
-11.7980769230769,43.865671641791,-5021
-11.7307692307692,43.865671641791,-5036
-11.6634615384615,43.865671641791,-5024
-11.5961538461538,43.865671641791,-5019
-11.5288461538462,43.865671641791,-5008
-11.4615384615385,43.865671641791,-5015
-11.3942307692308,43.865671641791,-5016
-11.3269230769231,43.865671641791,-5019
-11.2596153846154,43.865671641791,-5032
-11.1923076923077,43.865671641791,-5011
-11.125,43.865671641791,-5005
-11.0576923076923,43.865671641791,-4995
-10.9903846153846,43.865671641791,-5049
-10.9230769230769,43.865671641791,-5157
-10.8557692307692,43.865671641791,-5120
-10.7884615384615,43.865671641791,-5007
-10.7211538461538,43.865671641791,-4981
-10.6538461538462,43.865671641791,-4981
-10.5865384615385,43.865671641791,-4980
-10.5192307692308,43.865671641791,-4979
-10.4519230769231,43.865671641791,-4927
-10.3846153846154,43.865671641791,-4778
-10.3173076923077,43.865671641791,-4604
-10.25,43.865671641791,-4328
-10.1826923076923,43.865671641791,-4085
-10.1153846153846,43.865671641791,-3812
-10.0480769230769,43.865671641791,-3493
-9.98076923076923,43.865671641791,-3308
-9.91346153846154,43.865671641791,-3146
-9.84615384615385,43.865671641791,-2938
-9.77884615384615,43.865671641791,-2717
-9.71153846153846,43.865671641791,-2540
-9.64423076923077,43.865671641791,-2418
-9.57692307692308,43.865671641791,-2395
-9.50961538461539,43.865671641791,-2399
-9.44230769230769,43.865671641791,-2458
-9.375,43.865671641791,-2461
-9.30769230769231,43.865671641791,-2279
-9.24038461538461,43.865671641791,-1965
-9.17307692307692,43.865671641791,-1855
-9.10576923076923,43.865671641791,-1682
-9.03846153846154,43.865671641791,-1338
-8.97115384615385,43.865671641791,-991
-8.90384615384615,43.865671641791,-749
-8.83653846153846,43.865671641791,-581
-8.76923076923077,43.865671641791,-457
-8.70192307692308,43.865671641791,-366
-8.63461538461539,43.865671641791,-337
-8.56730769230769,43.865671641791,-283
-8.5,43.865671641791,-264
-8.43269230769231,43.865671641791,-215
-8.36538461538461,43.865671641791,-189
-8.29807692307692,43.865671641791,-179
-8.23076923076923,43.865671641791,-158
-8.16346153846154,43.865671641791,-144
-8.09615384615385,43.865671641791,-105
-8.02884615384615,43.865671641791,-82
-7.96153846153846,43.865671641791,-70
-7.89423076923077,43.865671641791,-43
-7.82692307692308,43.865671641791,-30
-7.75961538461539,43.865671641791,-31
-7.69230769230769,43.865671641791,-31
-7.625,43.865671641791,-40
-7.55769230769231,43.865671641791,-55
-7.49038461538462,43.865671641791,-62
-7.42307692307692,43.865671641791,-25
-7.35576923076923,43.865671641791,-15
-7.28846153846154,43.865671641791,-14
-7.22115384615385,43.865671641791,-15
-7.15384615384615,43.865671641791,-15
